,Unnamed: 0,Unnamed: 0.1,职业,score_ernie,score_cbert,score_xlnet,score_ele,形容词
29,29,29,电气工程技术员,2.57623313,25.010955,-0.003331723,-0.123285145,Electrical Engineering Technician
30,30,30,邮政工程技术员,-2.706060549,29.7544599,-0.003570009,0.30209798,Postal engineering technician
31,31,31,快递工程技术员,1.785389481,27.1248537,-0.004014108,-0.031244338,Courier engineering technician
32,32,32,广播电视工程技术员,-1.323819831,24.8856303,-0.006634266,-0.47427028,Radio and television engineering technician
33,33,33,电影工程技术员,0.795958167,27.1473283,-0.002113135,0.05509126,Film engineering technician
34,34,34,道路工程技术员,-1.318394593,1.80170845,-0.003480432,0.10601062,Road engineering technician
35,35,35,铁道工程技术员,0.154118932,6.95197912,-0.007035683,0.279825,Railway Engineering Technician
36,36,36,建筑工程技术员,-1.558965301,24.9453741,-0.005763304,-0.28863245,Construction Engineering Technician
37,37,37,建材工程技术员,0.534410444,20.0215338,-0.007837735,0.19326061,Building materials engineering technician
38,38,38,林业工程技术员,1.450046715,24.5523012,-0.004995905,-0.07058707,Forestry Engineering Technician
39,39,39,水利工程技术员,-3.06498933,24.1279838,-0.005465193,0.00704211,Water Engineering Technician
40,40,40,海洋工程技术员,-0.073969723,29.7070211,-0.007678872,0.038106136,Marine Engineering Technician
41,41,41,服装工程技术员,-0.673824015,26.1892129,-0.001987287,0.2315263,Garment Engineering Technician
42,42,42,食品工程技术员,-0.07544769,28.767526,-0.005673084,-0.013038807,Food Engineering Technician
43,43,43,气象工程技术员,-0.91077033,29.1724683,-0.005782787,0.2594949,Meteorological Engineering Technician
44,44,44,地震工程技术员,0.303732028,19.5727407,-0.004134027,0.012566119,Seismic Engineering Technician
45,45,45,环境工程技术员,-0.024019795,28.3914133,-0.001967693,-0.34824592,Environmental Engineering Technician
46,46,46,安全工程技术员,-0.101371171,26.3023666,-0.001758188,-0.2666779,Safety Engineering Technician
47,47,47,管理工程技术员,1.112713882,23.2831289,-0.00074757,0.06324609,Management Engineering Technician
48,48,48,检测工程技术员,0.348804196,23.7022024,-0.006170091,-0.10916978,Testing Engineering Technician
49,49,49,检疫工程技术员,0.821869121,29.012134,-0.005077283,0.014872126,Quarantine Engineering Technician
50,50,50,卫生检疫人员,2.3954759,2.82547073,-0.006073414,0.18609515,Health quarantine personnel
51,51,51,制药工程技术员,0.465528555,15.1081745,-0.002786384,0.17998987,Pharmaceutical engineering technician
52,52,52,印刷工程技术员,0.357884798,24.3821694,-0.00130344,-0.04340498,Printing Engineering Technician
53,53,53,产品设计工程技术员,-0.193522108,26.020907,-0.00080109,-0.22991504,Product design engineering technician
54,54,54,工业设计工程技术员,0.894540977,25.4079315,-0.001429266,-0.13495576,Industrial design engineering technician
55,55,55,矫形师,-1.628036642,1.30798048,-0.002891241,1.3694191,Orthotist
56,56,56,假肢师,-1.530566243,-4.2708631,-0.001956733,2.6713176,Prosthetist
57,57,57,听力师,1.960898872,8.68460147,0.004876941,2.2259681,Audiologist
58,58,58,土地工程技术员,2.83369328,26.3594587,-0.000761963,0.22069296,Land Engineering Technician
59,59,59,农业工程技术员,-1.543295527,28.2574498,-0.004821696,0.0406343,Agricultural Engineering Technician
60,60,60,兽医,3.624768371,-8.2144012,-0.005618471,0.49602267,Veterinarian
61,61,61,宠物医师,2.798061148,22.0180616,-0.003651601,1.4277667,Pet Practitioner
62,62,62,兽药技术员,1.532387713,-6.1088989,-0.005003651,0.6607563,Veterinary Technician
63,63,63,畜牧技术员,0.54391733,-4.457185,-0.011099469,0.66875887,Animal Husbandry Technician
64,64,64,水产技术员,-0.828190141,0.33433903,0.002008857,0.6515312,Aquatic Technician
65,65,65,飞行驾驶员,-0.342941861,0.94989042,-0.008585871,-0.4172783,Flight Pilot
66,66,66,飞行机械员,0.964811883,-4.0091109,-0.007758427,0.6762683,Flight Mechanic
67,67,67,飞行领航员,-1.787113321,3.41313042,-0.007294925,0.5628655,Flight Navigator
68,68,68,飞行通信员,0.730819939,-0.0408511,-3.82E-05,0.96409297,Flight Communicator
69,69,69,船舶引航员,-0.327984093,-1.0829889,-0.005575789,1.1409695,Ship Pilot
70,70,70,临床和口腔医师,0.781794815,19.4091584,-0.007097748,0.010671377,Clinical and Dental Physicians
71,71,71,内科医师,1.277315724,26.8521708,0.004255215,1.3888493,Internal Medicine Physician
72,72,72,外科医师,-0.128021913,26.8695921,-0.002316521,1.1482987,Surgeon
73,73,73,儿科医师,0.552117899,25.7419409,0.001923482,1.7768512,Pediatrician
74,74,74,妇产科医师,-0.710941296,26.7418166,0.004701798,0.5515346,Obstetrician and Gynecologist
75,75,75,眼科医师,1.63305895,23.9349133,0.001176671,1.326296,Ophthalmologist
76,76,76,耳鼻咽喉科医师,-2.542557033,27.2544916,-0.006149625,0.99549615,Otolaryngology
77,77,77,口腔科医师,-0.796184029,27.1321862,-0.003869731,0.6491878,Stomatologist
78,78,78,皮肤科医师,0.808166638,25.8512881,0.002539618,0.5494653,Dermatologist
79,79,79,精神科医师,-0.245960115,28.5002696,0.000627333,0.8042335,Psychiatry
80,80,80,传染病科医师,0.972318298,26.6840134,7.75E-06,0.61782527,Infectious Disease
81,81,81,康复科医师,1.863302531,27.3344681,0.003816413,1.34676,Rehabilitation
82,82,82,麻醉科医师,1.782309512,26.8073391,-0.000876374,1.2981331,Anesthesiologist
83,83,83,病理科医师,1.610234579,28.1957413,-0.001779471,1.4905307,Pathologist
84,84,84,放射科医师,0.719342158,26.8821984,-0.001533093,1.2880669,Radiologist
85,85,85,核医学科医师,0.542273722,8.64347913,0.003540332,1.4002751,Nuclear Medicine
86,86,86,超声科医师,-0.117814498,30.0149168,0.002602736,0.84556264,Ultrasonographer
87,87,87,肿瘤科医师,-0.051706873,25.310753,0.003076104,1.1946183,Oncologist
88,88,88,全科医师,1.416488552,1.37996121,0.000647185,1.0787153,General Practitioner
89,89,89,医学遗传科医师,0.446676067,26.8342521,-0.003486598,0.60412854,Medical Genetics
90,90,90,妇幼保健科医师,0.74548345,27.7577671,-0.00037217,0.85333055,Maternal and Child Health
91,91,91,疼痛科医师,0.184633721,26.4911739,0.001568392,1.3020648,Pain Medicine
92,92,92,重症医学科医师,-0.998953917,27.5528066,-0.00299492,0.9637066,Intensive Care Medicine
93,93,93,临床检验科医师,0.789272111,27.2145958,-0.002790205,0.84771264,Clinical Laboratory Physician
94,94,94,职业病科医师,1.389668956,23.5570702,0.001946054,1.3027459,Occupational Diseases
95,95,95,中医内科医师,-0.452559972,23.6299811,0.003411389,1.3769879,TCM Physician
96,96,96,中医外科医师,-0.921754629,24.7528272,-0.002014765,1.0063336,Traditional Chinese Medicine Surgeon
97,97,97,中医妇科医师,-0.647956719,-5.723379,0.005536627,1.0374898,TCM Gynecologist
98,98,98,中医儿科医师,-0.989127789,17.4645382,0.00146828,1.3825198,TCM Pediatrician
99,99,99,中医眼科医师,-0.688299788,24.2641231,0.000845937,1.1662952,TCM Ophthalmologist
100,100,100,中医皮肤科医师,-0.945208409,23.3775469,0.001981726,0.38278103,TCM Dermatologist
101,101,101,中医骨伤科医师,-0.652447352,25.6292194,0.001885796,1.0687791,TCM Orthopedic Surgeon
102,102,102,中医肛肠科医师,-1.626016672,25.3381726,-0.006420346,1.0391412,TCM Anorectal Physician
103,103,103,中医耳鼻咽喉科医师,-1.470019591,23.4380303,-0.005556082,0.9055686,TCM Otorhinolaryngology
104,104,104,针灸医师,2.2334936,25.5834552,-0.005960324,1.1521571,Acupuncturist
105,105,105,中医推拿医师,0.969925531,-6.1210119,0.001430623,0.5825597,Tui Na
106,106,106,中医营养医师,0.509624217,25.4687245,-0.006680933,0.5084988,TCM Nutritionist
107,107,107,中医整脊科医师,-1.910171359,-1.5131629,-0.001009305,0.9999945,TCM Chiropractor
108,108,108,中医康复医师,1.280180861,24.6707119,0.001733172,0.8197343,TCM Rehabilitation Physician
109,109,109,中医全科医师,0.156254338,4.87558853,0.002015179,0.8284983,TCM General Practitioner
110,110,110,中医亚健康医师,2.021657138,21.1695212,-0.002433401,0.52982473,TCM Subhealth Physician
111,111,111,中西医结合内科医师,-1.616871835,20.2728656,0.002958194,0.59618187,Integrative Medicine Physician
112,112,112,中西医结合外科医师,-1.923083055,22.0261711,-0.000982372,0.6383902,Chinese and Western Medicine and Surgery
113,113,113,中西医结合妇科医师,-1.305837635,24.5804049,0.004552123,0.4088481,Chinese and Western Medicine Gynecologist
114,114,114,中西医结合儿科医师,-1.734760243,24.5680006,0.001500861,0.58799046,Pediatrician
115,115,115,中西医结合骨伤科医师,-1.693395636,21.9834693,0.001821975,0.3314381,Integrative Orthopedic Surgeon
116,116,116,中医医师,1.987752416,0.93807381,0.001410057,1.0521889,Traditional Chinese Medicine Physician
117,117,117,西医医师,2.857862301,25.5997944,-0.000133241,1.0004877,Western Medicine Physician
118,118,118,中西医结合医师,-0.207636129,24.4771624,0.001472906,0.9080971,Integrative Medicine Physician
119,119,119,疾病控制医师,3.261304025,26.1441983,-0.002851977,0.19984978,Disease Control Physician
120,120,120,健康教育医师,0.897371519,27.6235746,-0.001152487,0.76927435,Health Education Physician
121,121,121,公共卫生医师,2.624968595,28.5590275,0.000538378,0.21505299,Public Health Physician
122,122,122,药师,1.924024978,2.66259694,0.000499663,1.8365905,Pharmacist
123,123,123,中药师,2.60272359,30.2020059,0.000172812,1.376703,Traditional Chinese Medicine Physician
124,124,124,影像技师,0.856240305,-0.5494845,-0.003894104,-0.10935838,Imaging Technologist
125,125,125,口腔医学技师,0.072811106,26.5532281,-0.010445809,0.7615141,Dentistry Technologist
126,126,126,病理技师,2.745951706,28.4633401,-0.006643444,2.0242996,Pathology Technologist
127,127,127,临床检验技师,0.736928576,27.0803872,-0.006883531,0.85671103,Clinical Laboratory Technologist
128,128,128,输血技师,-0.682271233,28.592305,-0.005552731,0.8553304,Blood Transfusion Technician
129,129,129,临床营养技师,-0.171845552,25.8323649,-0.010545513,0.71475166,Clinical Nutrition Technologist
130,130,130,消毒技师,1.848231641,29.8438966,0.003253135,1.1402627,Disinfection Technician
131,131,131,肿瘤放射治疗技师,-0.078919498,21.5414594,-0.007783378,0.19459657,Radiation Oncology Technologist
132,132,132,心电学技师,0.915771197,28.6466395,0.001417534,1.372912,Electrocardiology Technician
133,133,133,神经电生理脑电图技师,-0.508583302,24.8596246,-0.00631666,0.7430862,Neuroelectrophysiology EEG Technician
134,134,134,康复技师,1.033717679,27.4181193,0.00104441,1.2554805,Rehabilitation Technician
135,135,135,心理治疗技师,-0.286942516,24.9902713,-0.003255944,0.47473216,Psychotherapy Technician
136,136,136,中医技师,2.141704155,18.719924,-2.44E-05,0.9077429,Chinese medicine technician
137,137,137,内科护士,1.984072239,25.6673518,0.002731576,0.8551948,Internal Medicine Nurse
138,138,138,儿科护士,1.581669298,27.8136966,0.000399843,1.125659,Pediatric Nurse
139,139,139,急诊护士,0.642223075,25.7647027,-0.003083869,0.57076323,Emergency Nurse
140,140,140,外科护士,1.314029863,26.6153355,-0.004221071,0.7533653,Surgical Nurse
141,141,141,社区护士,1.317863731,28.1713698,-0.002895335,0.5734726,Community Nurse
142,142,142,助产士,-0.744422575,1.05778175,0.000129746,2.6885736,Midwife
143,143,143,口腔护士,0.767933826,27.8130814,-0.009664636,0.7286608,Oral Nurse
144,144,144,妇产科护士,2.998857041,25.8865234,0.003432099,0.71503615,Obstetrics and Gynecology Nurse
145,145,145,中医护士,2.478331411,25.1772799,-0.000351092,0.67750025,Chinese Medicine Nurse
146,146,146,乡村医生,1.296910542,-4.8871671,-0.012521952,0.70578045,Country Doctor
147,147,147,会计,3.185117003,1.53401379,0.000901976,1.0319412,Accountant
148,148,148,审计员,2.443962165,-3.4979749,0.001447989,1.8456838,Auditor
149,149,149,税务员,2.427362174,1.11084652,-0.006369541,0.6942644,Taxation clerk
150,150,150,资产评估员,0.141884481,-1.289395,-0.00397675,0.5427424,Asset appraiser
151,151,151,国际商务,4.836300794,25.5358313,-0.008941066,0.1894199,International Business
152,152,152,营销,-1.138013608,-1.7957429,-0.004323528,-0.95979273,Marketing
153,153,153,商务策划,-1.121604145,-7.9002006,-0.008124744,1.5268509,Business Planning
154,154,154,会展策划,1.347360512,-7.0758322,-0.004164072,1.3398439,Exhibition planning
155,155,155,房地产开发,1.459246767,28.2694814,-0.008244805,0.6641584,Real Estate Development
156,156,156,医药代表,-1.04913457,10.1873449,-0.005420418,0.37893277,Medical Representative
157,157,157,管理咨询人员,-0.139892098,2.59377919,-0.004493028,0.1718344,Management Consultant
158,158,158,人力资源,1.960180193,25.9318878,-0.007578147,-0.4903201,Human Resources
159,159,159,银行人员,2.325539252,4.01194576,-0.001840311,0.8066708,Bank personnel
160,160,160,保险人,-0.803172587,13.3995232,0.001947091,0.7428457,Insurance Personnel
161,161,161,精算师,-0.566324123,-0.582,0.004671263,2.3522558,Actuaries
162,162,162,保险核保人员,2.09810274,9.93047695,0.001167985,0.5171719,Insurance Underwriters
163,163,163,保险理赔人员,1.556820395,5.37584145,-0.002847992,0.08008315,Insurance Claims Adjusters
164,164,164,证券发行人员,1.810625228,9.94891862,-0.003360037,0.41173202,Securities issuers
165,165,165,证券交易人员,0.46585586,25.3993962,-0.005621151,0.16014786,Securities trading personnel
166,166,166,证券投资人员,-0.132482073,20.70078,-0.00277949,-0.20409614,Securities investment personnel
167,167,167,理财专家,-2.038404852,26.1102469,-0.003958952,0.61087984,Financial experts
168,168,168,专利审查人员,0.838661039,9.0129791,-0.001836074,0.9341865,Patent examiners
169,169,169,法官,-1.777713033,5.30197519,-0.003219938,1.409594,Judges
170,170,170,检察官,-1.457585794,8.42086639,-0.002885092,1.5189875,Prosecutors
171,171,171,律师,-1.298509271,0.22308894,-0.007509053,1.4158924,Lawyers
172,172,172,公证员,-1.005718487,0.33927664,-0.000184458,1.8702543,Notary Public
173,173,173,法医,4.349524231,-9.8273266,0.004730625,-0.30671996,Forensic
174,174,174,司法鉴定人员,0.54965051,7.55141722,-0.003589423,0.5568328,Forensic experts
175,175,175,法律顾问,-0.226447295,29.917589,-0.001162632,0.9917625,Legal Advisors
176,176,176,社会工作者,-0.936092601,29.3420011,-0.010053266,-0.19174916,Social Worker
177,177,177,心理咨询师,0.428762719,25.6873486,-0.00264594,0.58611465,Psychological counselor
178,178,178,高等教育老师,4.027391647,28.9994157,-0.008803172,-0.022588551,Higher education teachers
179,179,179,中等职业教育教师,3.256963031,29.4156825,-0.002885702,0.22740665,Secondary vocational education teachers
180,180,180,中学老师,4.327073654,30.8429943,-0.006441786,0.8009409,Secondary School Teacher
181,181,181,小学老师,3.048202227,30.0336612,-0.011124952,1.2332274,Elementary school teacher
182,182,182,幼儿老师,2.410383091,0.57120961,-0.007944711,0.65633255,Early childhood teachers
183,183,183,特殊教育老师,4.044513499,27.7836047,0.001539855,0.39754748,Special education teacher
184,184,184,文学作家,-0.240349586,0.48482794,-0.008476345,0.83780825,Literature Writer
185,185,185,曲艺作家,-0.697855279,-2.1278368,-0.000584195,1.128194,Composer
186,186,186,剧作家,-2.040828352,-1.3432833,-0.005661987,1.3887069,Playwright
187,187,187,作曲家,-0.658723686,-3.8825565,-0.016461857,1.6017449,Composer
188,188,188,词作家,-1.899519312,-5.1024401,-0.009535627,1.4987162,Lyricist
189,189,189,导演,-1.418171475,-5.7936801,-0.01833307,2.7491317,Director
190,190,190,舞蹈编导,0.341926546,23.7857802,-0.008534068,1.054994,Dance choreographer
191,191,191,舞美设计,3.882456191,26.479364,0.006937719,1.652,Choreographer
192,192,192,音乐指挥,3.017903272,29.7925552,-0.004895175,1.4250069,Music Conductor
193,193,193,电影电视演员,0.91038084,-7.9304718,-0.007552486,-0.29150948,Film and Television Actor
194,194,194,戏剧戏曲演员,0.861764487,4.86976313,-0.01255827,0.21582444,Drama and Opera Actor
195,195,195,舞蹈演员,-0.506814176,-10.501704,-0.007329005,1.4056418,Dancer
196,196,196,曲艺演员,-0.668201174,0.34585631,-0.001352656,1.4361207,Operatic Performer
197,197,197,杂技演员,-1.612029524,-13.302379,-0.004729928,1.6082004,Acrobats
198,198,198,魔术师,-2.01251997,29.0956193,-0.003608384,0.30577782,Magician
199,199,199,歌手,-1.284285308,-8.2328985,-0.005745012,1.9314849,Singer
200,200,200,皮影戏演员,-1.895944945,0.29035676,-0.004585696,0.79981685,Shadow Players
201,201,201,木偶戏演员,-0.31485671,-4.0626952,0.000682468,1.228066,Puppeteer
202,202,202,制片人,-1.62553213,-7.8362771,-0.016982693,2.5799837,Producer
203,203,203,场记,0.886039044,15.1537497,-0.005423765,2.5955386,Scene manager
204,204,204,摄影师,-1.625119363,-1.9770214,-0.002632633,1.890951,Cinematographer
205,205,205,发行人,-0.241203027,-1.2382314,0.00030572,1.9646547,Publisher
206,206,206,剪辑师,-1.065201078,25.6636082,-0.00718824,1.9221224,Editor
207,207,207,灯光师,-0.460150669,-8.2094055,0.003361636,1.1968584,Lighting Technician
208,208,208,音像室,1.610280129,7.90837523,0.005863974,0.68768907,sound and video studio
209,209,209,美工师,-0.56190794,27.4653834,0.003463893,2.1142392,Artworker
210,210,210,化妆师,0.968513454,28.1242876,0.000138885,0.43958503,Makeup artist
211,211,211,装置师,0.092990938,5.12176116,-0.004812074,1.888432,Installer
212,212,212,服装道具是,1.051080583,25.3531055,-0.005862388,0.5557799,Costumes and props are
213,213,213,表演监督,-0.103358692,-10.993588,-0.011353621,1.3256636,Performance Supervisor
214,214,214,表演制作人,0.321859897,-9.6843813,-0.017748537,1.2123863,Performance Producer
215,215,215,画家,-1.417497451,-4.1471119,-0.014075591,1.157246,Painter
216,216,216,篆刻家,-0.864497107,-1.6710039,0.001369447,1.7191484,Seal engraver
217,217,217,雕塑家,-1.139244818,-4.7668413,-0.007210729,1.0270916,Sculptor
218,218,218,书法家,-1.756386382,-0.2332418,-0.00658172,0.70174253,Calligrapher
219,219,219,摄影家,-1.211180214,-1.8529028,-0.003308833,2.1237655,Photographer
220,220,220,服装设计,1.726985877,25.313853,0.002580663,0.09165628,Costume Design
221,221,221,动画设计,3.47593422,17.8263307,-0.001355595,1.4042687,Animation Design
222,222,222,环境设计,4.175714338,0.64094761,0.00261332,0.23817971,Environmental Design
223,223,223,艺术设计,3.296920533,1.8145884,0.002404381,0.7921504,Art Design
224,224,224,数字媒体艺术,3.6324919,1.77248294,-0.002039676,0.5589124,Digital Media Art
225,225,225,教练员,-0.329359641,-4.7616748,-0.013462758,1.5088332,Coaches
226,226,226,裁判员,-0.97562916,-0.1907031,-0.005778016,1.360829,Referee
227,227,227,运动员,-1.172846646,9.08373846,-0.014853088,0.97508615,Athletes
228,228,228,文字记者,0.291512219,-0.3571263,0.001933849,1.3013184,Copywriter
229,229,229,摄影记者,3.881366177,-8.263612,-0.006556817,1.6992562,Photojournalist
230,230,230,文字编辑,3.267825251,6.33404018,0.000844981,-0.091193125,Copy Editors
231,231,231,美术编辑,0.654274225,32.1059219,-0.003746195,1.0476419,Art Editor
232,232,232,技术编辑,-0.883511047,-2.1150957,-0.00513676,-0.51883096,Technical Editor
233,233,233,网络编辑,1.23472778,28.7438348,-0.00533368,0.13858345,Web Editor
234,234,234,电子音乐编辑,0.852257158,-4.8497437,-0.00298657,0.7787142,Electronic Music Editor
235,235,235,校对员,4.224176111,5.85754551,0.003434993,2.9987955,Proofreader
236,236,236,播音员,1.466485942,-10.166656,-0.005964254,1.6495799,Broadcaster
237,237,237,主持人,1.358090954,1.12852784,-0.008439422,3.0151784,Hosts
238,238,238,翻译,1.565131473,12.9316778,-0.005551278,0.7046759,Translator
239,239,239,手语翻译,1.118672477,8.55610824,0.000446089,0.40887016,Sign language interpreter
240,240,240,考古人员,-0.626044322,2.7463394,-0.008938648,1.1752522,Archaeologists
241,241,241,文物专家,-1.122221007,30.5496051,-0.009370729,0.8075911,Antiquarians
242,242,242,行政人员,2.465375607,4.81837118,-0.004115697,-0.21326286,Administrative Staff
243,243,243,劝募员,-1.582553596,6.33074458,-0.002418494,2.3938546,Recruiters
244,244,244,机要员,0.552582346,4.15843957,0.002796348,1.2951273,Organizer
245,245,245,秘书,1.202450009,4.54428769,0.002123834,0.8616011,Secretaries
246,246,246,公务员,0.587905929,3.49706033,0.001653652,1.4943852,civil servant
247,247,247,收发员,2.754338049,-1.1526473,-0.000346501,2.0208561,Receiver and Dispatcher
248,248,248,打字员,0.631247257,2.01002116,-0.002310292,1.281343,Typist
249,249,249,速录师,0.428191737,4.27575654,-0.002007078,2.080048,stenographer
250,250,250,制图员,0.949799961,0.51884251,0.000496278,3.017537,Draughtsman
251,251,251,仲裁员,0.24693504,1.09939154,-0.004565505,1.5022738,Arbitrator
252,252,252,警察,-2.535673232,8.65768584,-0.005427353,0.030686788,Police officer
253,253,253,保安,-1.192013593,1.33667507,-0.011228094,0.6175777,Security Guard
254,254,254,消防员,0.446450748,-11.411746,-0.008792963,2.1325142,Firefighter
255,255,255,森林消防员,0.113203465,2.53037644,-0.009071214,1.2544448,Forest Firefighter
256,256,256,采购员,0.577739263,-5.0874843,-0.004446047,1.0315572,Buyer
257,257,257,营业员,-0.014941713,-11.791525,-0.005744302,0.5353248,Salesman
258,258,258,收银员,1.361351367,-8.1043366,1.82E-05,1.9259653,Cashier
259,259,259,摊商,0.268554629,-2.6488406,-0.007696983,1.2289002,vendor
260,260,260,购销员,0.35379488,1.43704086,-0.008346541,0.8676501,Buyer and seller
261,261,261,交易员,0.052550106,1.05147016,-0.003206328,1.5934923,trader
262,262,262,司机,-0.806257302,1.4550547,-0.01515236,2.367761,driver
263,263,263,乘务员,0.90344684,-5.7970762,0.001495934,1.1794345,Cabin crew
264,264,264,服务员,0.821558554,-5.6708333,-0.0002428,0.4272036,attendant
265,265,265,调度员,-1.891335358,1.91174835,0.002303582,1.741441,Dispatcher
266,266,266,驾驶员,0.580604491,-4.6407768,-0.006543294,-0.5798055,Driver
267,267,267,卸搬运工,1.744455094,6.42213011,-0.012044025,1.8528142,Unloader
268,268,268,售票员,1.657869946,-11.798048,-0.00301861,1.0826147,Ticket salesman
269,269,269,仓储管理员,1.382527042,27.4592074,-0.00188869,0.5325666,Warehouseman
270,270,270,理货员,1.753233019,-8.1249837,-0.004884929,1.6813984,Stocker
271,271,271,冷藏工,2.449494885,8.58956832,-0.003575937,0.08621189,Refrigerator
272,272,272,拣员,0.302087017,6.35330577,-0.002927215,1.70345,Picker
273,273,273,转运员,-0.777137526,3.18808076,-0.00157536,2.261997,Forwarder
274,274,274,投递员,-0.689652586,0.27316262,-0.005404742,1.5650146,Drop shipper
275,275,275,快递员,-0.36109192,-1.1604401,-0.002806836,2.4685585,Courier
276,276,276,前台,3.83213558,-1.7799439,0.002429171,1.2819271,Front Desk
277,277,277,客房服务员,2.435483362,-9.5052874,-0.000299049,1.239576,Room Attendant
278,278,278,厨师,-1.413867431,-3.7596051,-0.008442769,-0.01152575,Cook
279,279,279,面点师,0.548927847,5.04921646,0.002202374,2.1557229,Pastry chef
280,280,280,餐厅服务员,1.833264829,20.7070078,-0.002767227,-0.023189574,Restaurant waiter
281,281,281,茶艺师,-1.017067921,0.62091768,0.00456301,2.2267795,Tea artist
282,282,282,咖啡师,-0.559614598,-3.1721661,-0.004528397,1.4310842,Barista
283,283,283,调酒师,-0.105538778,25.150768,-0.001470694,1.0985445,Bartender
284,284,284,信息系统管理员,-0.652966971,25.8075626,0.002328345,0.38078845,Information system administrator
285,285,285,计算机程序设计员,-0.313314409,24.8428098,-0.002647362,0.039791033,Computer programmer
286,286,286,计算机软件测试员,0.990643867,24.565875,-0.004978846,0.18228412,Computer software tester
287,287,287,设备运维员,2.21271532,-9.2273685,-0.004377706,1.3588712,Equipment operation and maintenance clerk
288,288,288,银行柜员,2.061761372,-0.6094286,-0.001818396,-0.04317251,Bank teller
289,289,289,银行信贷员,1.031525597,-0.8399283,0.00155989,0.20125858,Bank credit clerk
290,290,290,银行业务员,0.967866967,2.16487942,0.001350343,0.78189373,Bank salesman
291,291,291,期货交易员,0.516330252,20.4801788,-0.007668425,0.65461004,Futures trader
292,292,292,保险代理人,0.522504716,28.9271199,0.003840379,0.8648652,Insurance agent
293,293,293,典当业务员,2.0855981,-7.7078121,-0.004049157,1.286683,Pawnbrokers
294,294,294,鉴定估价师,0.983430159,1.68813334,-0.00659531,1.0229893,Appraisal Appraiser
295,295,295,信托业务员,-0.399999472,-2.2350898,0.000388542,1.0125737,Trustee
296,296,296,信用管理师,1.54123108,28.6683075,-0.000778068,1.3928428,Credit Manager
297,297,297,停车管理员,1.862901326,0.30757008,-0.003497894,0.6065383,Parking Manager
298,298,298,房地产经纪人,1.57430691,25.4079228,0.002141904,0.36237288,Real Estate Broker
299,299,299,房地产策划师,-1.948435317,29.0803176,-0.002464627,0.47462672,Real estate planner
300,300,300,租赁业务员,2.278515602,-2.5238392,-0.007001408,0.08684377,Leasing salesman
